id,listing_url,name,experiences_offered,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
196806,https://www.airbnb.com/rooms/196806,"Comfy couch, Centrally located",none,958639,Larry,2011/8/11,"Boston, Massachusetts, United States","I'm an active and adventurous Classical musician.   I like to travel, meet new people, try different foods and generally enjoy what the world has to offer.  I'm pretty easy to talk to and enjoy hearing about what other people have been up to.  Often that's how I pick my next trip!",within an hour,100%,N/A,t,Fenway/Kenmore,1,1,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.34452,-71.08684,t,Apartment,Shared room,1,1,1,1,Couch,$79.00,$545.00,"$1,899.00",,$25.00,1,$0.00
197727,https://www.airbnb.com/rooms/197727,"Great Boston neighborhood , Jamaica Plain",none,964356,Jill,2011/8/13,"Boston, Massachusetts, United States","I am a friendly and fun women in my 60's. I am very active and LOVE hosting especially international people,visiting medical professionals and students.
I have hosted with other groups for over 20 years!
I enjoy showing people around town and even weekend trips if available. 
I have a cat, my house is in a great neighborhood close to great shops and restaurants and very close to transportation(2 minutes),medical centers (15 minutes)and down town (20 minutes)
Jamaica Plain is a very diverse,eclectic and ""cool"" area of Boston yet only 15 minutes on the bus to downtown. 
If you prefer to stay close to home there are running trails , the Jamaica Pond, the Arboretum and some great little restaurants within walking distance. I have a private and landscaped back yard for you to relax in along with a back and front porch.  There is ample on street parking.
I keep a quiet house and am fairly busy so you will have alot of privacy .   
You are welcomed to use the kitchen. Laundry available also.
You will have a great Boston experience, I promise!
I look forward to hearing from you!",within a few hours,100%,N/A,t,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.3132,-71.11832,t,Apartment,Private room,1,1,1,1,Real Bed,$85.00,$500.00,"$1,200.00",,,1,$20.00
197972,https://www.airbnb.com/rooms/197972,Perfect Location--Super Studio!,none,965697,Chris & Kristina,2011/8/13,"Boston, Massachusetts, United States","We are Chris and Kristina. We met more than 25 years ago and have lived in Boston ever since. We are both professionals (Kristina works in Higher-Ed and Chris runs an education technology company). We have lived in our 1868 Victorian for over 15 years and love our space in JP.

We have lived all over Boston but have always considered Jamaica Plain the best neighborhood in town... partly because it is a true neighborhood. Nowhere else in the city can you be 5-minutes from dense nature that obscures the hustle and bustle of urban life by Jamaica Pond or the Arboretum, while still being minutes from Fenway Park, Longwood medical center, and great restaurants!

We have two sons, 13 & 12, and we love to avail ourselves of the city and community we love. We coach baseball, basketball, and flag football, and love to explore, meet new people, and share what we know about Boston with anyone interested. 

For many years we hosted international students coming to Boston to study English and have hosted folks from Korea, Japan, Spain, Italy, Mexico, Argentina, Brazil, and Kazakhstan. These former guests are now good friends and we enjoyed being their ambassadors to Boston. 

We welcome you to our space!",within an hour,100%,N/A,t,Jamaica Plain,2,2,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.31732,-71.10834,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$90.00,"$1,050.00","$3,400.00",$200.00,$40.00,2,$20.00
200265,https://www.airbnb.com/rooms/200265,Comfort in Historic Melville Park 2,none,847253,Susan,2011/7/21,"Boston, Massachusetts, United States","Hello,

Hospitality is my life, and that is proven in my extensive career in the hotel business,  as CEO of a private dining and events management  firm and currently as an executive trainer and consultant in the field of American business etiquette and international protocol.

I have traveled the world and have a great respect for varied cultures, cuisines and global events. I will make sure your visit to Boston is comfortable and enjoyable.",within an hour,100%,N/A,f,Dorchester,3,3,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2124,Boston,"Boston, MA",US,United States,42.29363,-71.06652,t,House,Private room,3,1.5,1,1,Real Bed,$81.00,,"$1,400.00",$100.00,$60.00,1,$25.00
205095,https://www.airbnb.com/rooms/205095,Private room near Longwood medical,none,1008058,Adnaan,2011/8/23,"Boston, Massachusetts, United States", Software engineer/Product Manager. Graduated from MIT. Love having people around. Originally from Tanzania. ,N/A,N/A,N/A,f,Mattapan,1,1,"Boston, MA, United States",Mattapan,Dorchester,,Boston,MA,2126,Boston,"Boston, MA",US,United States,42.28571,-71.09054,t,House,Private room,2,1,1,1,Real Bed,$75.00,$500.00,"$2,000.00",,$10.00,1,$60.00
205894,https://www.airbnb.com/rooms/205894,Beautiful Victorian House/Room D,none,119019,Hermina,2010/5/5,"Boston, Massachusetts, United States","Originally from Armenia, I live in Boston for many years. My house is one of many beautiful Victorian houses in oldest neighborhoods in Boston (Dorchester).  The house is beautiful, big, clean and colors are my addition to its charm. I love colors you can see it in the pictures. 
I love the idea of B&B and now I have chance to host people from the world in my own house. Traveling is part of my life and staying with family opens chance to meet local people.
I share what I know about Boston with pleasure and sometimes I learn from travelers what they discovered in Boston.
",within a few hours,100%,N/A,f,Dorchester,10,10,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2122,Boston,"Boston, MA",US,United States,42.29849,-71.0588,t,House,Private room,2,1.5,1,1,Real Bed,$55.00,,,$100.00,$35.00,1,$15.00
210097,https://www.airbnb.com/rooms/210097,Treetop Haven in the City,none,1035747,Maria Elena,2011/8/29,"Boston, Massachusetts, United States","We are teachers with one teenager and a young adult who live with us.  We are multi-racial, multi-ethnic and value diversity of all kinds.  We love to learn about other people and cultures but are also very discreet and private.  We speak English, French, Spanish, German and some Portugues.",within a few hours,100%,N/A,t,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.31864,-71.10641,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$110.00,$500.00,"$1,600.00",$125.00,$50.00,2,$0.00
211921,https://www.airbnb.com/rooms/211921,Boston Loft: 7 Skylights!,none,1092168,Meg,2011/8/31,"Boston, Massachusetts, United States","My husband and I have been renovating and improving our unique Boston three-family home for twenty years, and raised our two grown sons here. We love the light and views afforded by our third and fourth floor duplex apartment. 
You will enjoy the comfort and privacy of the entire fourth floor, all 850 square feet!  The fourth floor loft includes a private bathroom and is enlarged by 7 sky lights! Enjoy the views from the third floor front and back porches as well.
We occupy the third floor. Additionally, we enjoy sharing our home with my mother, who lives on the first floor, and professionals, who live on the second floor.",N/A,N/A,N/A,f,Roslindale,1,1,"Boston, MA, United States",Roslindale,Roslindale,,Boston,MA,2131,Boston,"Boston, MA",US,United States,42.28143,-71.12576,t,House,Entire home/apt,5,1,1,3,Real Bed,$300.00,,,$500.00,$35.00,1,$30.00
220676,https://www.airbnb.com/rooms/220676,Private room off the Freedom Trail.,none,1144302,Howard,2011/9/11,"Boston, Massachusetts, United States",Hi.  My name is Howard.  I was born and raised in New York City and then came to Boston for college.  I have been here ever since.  I enjoy meeting new people from all over the world which is why I rent out rooms in my house.,within an hour,100%,N/A,t,North End,1,1,"Boston, MA, United States",North End,North End,,Boston,MA,2113,Boston,"Boston, MA",US,United States,42.36539,-71.05438,t,Townhouse,Private room,5,1,1,1,Real Bed,$95.00,"$1,000.00","$3,000.00",$300.00,$60.00,2,$50.00
225224,https://www.airbnb.com/rooms/225224,4th floor office room,none,85770,Robert,2010/2/26,"Boston, Massachusetts, United States",I am a semi retired college professor still teaching courses in English literature and history relating to the year 1912 and sinking of Titanic...also a student of CHINESE history,within an hour,100%,N/A,f,South End,4,4,"Boston, MA, United States",South End,South End,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34643,-71.07503,t,House,Private room,1,,1,1,Real Bed,$105.00,$625.00,,$0.00,$26.00,1,$0.00
225834,https://www.airbnb.com/rooms/225834,Skyline View to Boston,none,1176995,Duane,2011/9/18,"Boston, Massachusetts, United States","I am a self-employed professional. I work as a technology consultant out of my home office. I am very knowledgeable about Boston, it's history, and most importantly, how to get around in Boston. I was once a Boston cab driver. I enjoy a lot of outdoor activities including surfing and tennis. Perhaps most interesting to my guests is that I roast coffee from beans grown on the best plantations in the world. This is absolutely a comfortable, professional, and safe place for both men and women.",N/A,N/A,N/A,t,Roslindale,2,2,"Boston, MA, United States",Roslindale,Roslindale,,Boston,MA,2131,Boston,"Boston, MA",US,United States,42.28053,-71.13084,t,Apartment,Private room,2,0,1,1,Real Bed,$65.00,$420.00,"$1,320.00",,,1,$10.00
225979,https://www.airbnb.com/rooms/225979,Cozy Room & Fresh Roasted Coffee,none,1176995,Duane,2011/9/18,"Boston, Massachusetts, United States","I am a self-employed professional. I work as a technology consultant out of my home office. I am very knowledgeable about Boston, it's history, and most importantly, how to get around in Boston. I was once a Boston cab driver. I enjoy a lot of outdoor activities including surfing and tennis. Perhaps most interesting to my guests is that I roast coffee from beans grown on the best plantations in the world. This is absolutely a comfortable, professional, and safe place for both men and women.",N/A,N/A,N/A,t,Roslindale,2,2,"Boston, MA, United States",Roslindale,Roslindale,,Boston,MA,2131,Boston,"Boston, MA",US,United States,42.28145,-71.12925,t,Apartment,Private room,1,0,1,1,Real Bed,$55.00,$350.00,"$1,100.00",,,1,$0.00
232990,https://www.airbnb.com/rooms/232990,Comfort in Historic Melville Park 3,none,847253,Susan,2011/7/21,"Boston, Massachusetts, United States","Hello,

Hospitality is my life, and that is proven in my extensive career in the hotel business,  as CEO of a private dining and events management  firm and currently as an executive trainer and consultant in the field of American business etiquette and international protocol.

I have traveled the world and have a great respect for varied cultures, cuisines and global events. I will make sure your visit to Boston is comfortable and enjoyable.",within an hour,100%,N/A,f,Dorchester,3,3,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2124,Boston,"Boston, MA",US,United States,42.2948,-71.06814,t,House,Private room,3,1.5,1,1,Real Bed,$69.00,,"$1,400.00",$100.00,$60.00,1,$25.00
257588,https://www.airbnb.com/rooms/257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,none,1355344,Meri,2011/10/31,"Boston, Massachusetts, United States","We love to travel, explore, and pursue our dreams!  Life is a journey...Experience it!!",within an hour,100%,N/A,t,South Boston,2,2,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.33066,-71.03984,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,$200.00,,"$5,000.00",$500.00,$100.00,3,$25.00
276450,https://www.airbnb.com/rooms/276450,19th Century Luxury | South End | 1BR 1BA #3,none,1444340,Short Term Rentals Boston,2011/11/26,"Boston, Massachusetts, United States","STRB is the premier provider of short-term furnished rentals in the city of Boston. We provide economical and professionally managed hotel-alternative accommodations for nightly, weekly and monthly rentals. Our portfolio of units includes fully furnished one, two and three bedroom apartments, studio rentals and hostel accommodations located in the best neighborhoods of Boston. If you don’t see what you are looking for on our website, please inquire with one of our leasing (Email hidden by Airbnb)",within a few hours,93%,N/A,f,Roxbury,50,50,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.33814,-71.08001,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$167.00,,,$500.00,$105.00,1,$0.00
